path,class,source,split
E:\Lavindu\HCI\SignAlphaSet\X\X_129.jpg,X,SignAlphaSet,train
E:\Lavindu\HCI\SignAlphaSet\X\X_797.jpg,X,SignAlphaSet,train
E:\Lavindu\HCI\SignAlphaSet\X\X_529.jpg,X,SignAlphaSet,train
E:\Lavindu\HCI\SignAlphaSet\X\X_45.jpg,X,SignAlphaSet,train
E:\Lavindu\HCI\SignAlphaSet\X\X_425.jpg,X,SignAlphaSet,train
E:\Lavindu\HCI\asl_dataset\x\hand2_x_right_seg_2_cropped.jpeg,X,asl_dataset,train
E:\Lavindu\HCI\SignAlphaSet\X\X_315.jpg,X,SignAlphaSet,train
E:\Lavindu\HCI\asl_dataset\x\hand5_x_bot_seg_2_cropped.jpeg,X,asl_dataset,train
E:\Lavindu\HCI\SignAlphaSet\X\X_639.jpg,X,SignAlphaSet,train
E:\Lavindu\HCI\SignAlphaSet\X\X_366.jpg,X,SignAlphaSet,train
E:\Lavindu\HCI\asl_dataset\x\hand5_x_dif_seg_4_cropped.jpeg,X,asl_dataset,train
E:\Lavindu\HCI\SignAlphaSet\X\X_680.jpg,X,SignAlphaSet,train
E:\Lavindu\HCI\SignAlphaSet\X\X_574.jpg,X,SignAlphaSet,train
E:\Lavindu\HCI\SignAlphaSet\X\X_339.jpg,X,SignAlphaSet,train
E:\Lavindu\HCI\SignAlphaSet\X\X_908.jpg,X,SignAlphaSet,train
E:\Lavindu\HCI\SignAlphaSet\X\X_604.jpg,X,SignAlphaSet,train
E:\Lavindu\HCI\SignAlphaSet\X\X_269.jpg,X,SignAlphaSet,train
E:\Lavindu\HCI\SignAlphaSet\X\X_824.jpg,X,SignAlphaSet,train
E:\Lavindu\HCI\SignAlphaSet\X\X_977.jpg,X,SignAlphaSet,train
E:\Lavindu\HCI\asl_dataset\x\hand2_x_top_seg_3_cropped.jpeg,X,asl_dataset,train
E:\Lavindu\HCI\SignAlphaSet\X\X_172.jpg,X,SignAlphaSet,train
E:\Lavindu\HCI\SignAlphaSet\X\X_525.jpg,X,SignAlphaSet,train
E:\Lavindu\HCI\SignAlphaSet\X\X_771.jpg,X,SignAlphaSet,train
E:\Lavindu\HCI\SignAlphaSet\X\X_117.jpg,X,SignAlphaSet,train
E:\Lavindu\HCI\SignAlphaSet\X\X_511.jpg,X,SignAlphaSet,train
E:\Lavindu\HCI\SignAlphaSet\X\X_264.jpg,X,SignAlphaSet,train
E:\Lavindu\HCI\SignAlphaSet\X\X_959.jpg,X,SignAlphaSet,train
E:\Lavindu\HCI\SignAlphaSet\X\X_292.jpg,X,SignAlphaSet,train
E:\Lavindu\HCI\SignAlphaSet\X\X_562.jpg,X,SignAlphaSet,train
E:\Lavindu\HCI\SignAlphaSet\X\X_791.jpg,X,SignAlphaSet,train
E:\Lavindu\HCI\SignAlphaSet\X\X_715.jpg,X,SignAlphaSet,train
E:\Lavindu\HCI\SignAlphaSet\X\X_215.jpg,X,SignAlphaSet,train
E:\Lavindu\HCI\SignAlphaSet\X\X_532.jpg,X,SignAlphaSet,train
E:\Lavindu\HCI\SignAlphaSet\X\X_396.jpg,X,SignAlphaSet,train
E:\Lavindu\HCI\SignAlphaSet\X\X_312.jpg,X,SignAlphaSet,train
E:\Lavindu\HCI\SignAlphaSet\X\X_518.jpg,X,SignAlphaSet,train
E:\Lavindu\HCI\SignAlphaSet\X\X_673.jpg,X,SignAlphaSet,train
E:\Lavindu\HCI\SignAlphaSet\X\X_184.jpg,X,SignAlphaSet,train
E:\Lavindu\HCI\SignAlphaSet\X\X_215.jpg,X,SignAlphaSet,train
E:\Lavindu\HCI\SignAlphaSet\X\X_363.jpg,X,SignAlphaSet,train
E:\Lavindu\HCI\SignAlphaSet\X\X_873.jpg,X,SignAlphaSet,train
E:\Lavindu\HCI\SignAlphaSet\Y\Y_680.jpg,Y,SignAlphaSet,train
E:\Lavindu\HCI\SignAlphaSet\Y\Y_421.jpg,Y,SignAlphaSet,train
E:\Lavindu\HCI\SignAlphaSet\Y\Y_267.jpg,Y,SignAlphaSet,train
E:\Lavindu\HCI\SignAlphaSet\Y\Y_656.jpg,Y,SignAlphaSet,train
E:\Lavindu\HCI\SignAlphaSet\Y\Y_870.jpg,Y,SignAlphaSet,train
E:\Lavindu\HCI\SignAlphaSet\Y\Y_240.jpg,Y,SignAlphaSet,train
E:\Lavindu\HCI\SignAlphaSet\Y\Y_946.jpg,Y,SignAlphaSet,train
E:\Lavindu\HCI\SignAlphaSet\Y\Y_343.jpg,Y,SignAlphaSet,train
E:\Lavindu\HCI\SignAlphaSet\Y\Y_651.jpg,Y,SignAlphaSet,train
E:\Lavindu\HCI\SignAlphaSet\Y\Y_769.jpg,Y,SignAlphaSet,train
E:\Lavindu\HCI\SignAlphaSet\Y\Y_956.jpg,Y,SignAlphaSet,train
E:\Lavindu\HCI\SignAlphaSet\Y\Y_560.jpg,Y,SignAlphaSet,train
E:\Lavindu\HCI\SignAlphaSet\Y\Y_432.jpg,Y,SignAlphaSet,train
E:\Lavindu\HCI\SignAlphaSet\Y\Y_299.jpg,Y,SignAlphaSet,train
E:\Lavindu\HCI\SignAlphaSet\Y\Y_632.jpg,Y,SignAlphaSet,train
E:\Lavindu\HCI\SignAlphaSet\Y\Y_533.jpg,Y,SignAlphaSet,train
E:\Lavindu\HCI\asl_dataset\y\hand1_y_top_seg_4_cropped.jpeg,Y,asl_dataset,train
E:\Lavindu\HCI\asl_dataset\y\hand1_y_right_seg_4_cropped.jpeg,Y,asl_dataset,train
E:\Lavindu\HCI\SignAlphaSet\Y\Y_565.jpg,Y,SignAlphaSet,train
E:\Lavindu\HCI\SignAlphaSet\Y\Y_914.jpg,Y,SignAlphaSet,train
E:\Lavindu\HCI\SignAlphaSet\Y\Y_4.jpg,Y,SignAlphaSet,train
E:\Lavindu\HCI\SignAlphaSet\Y\Y_890.jpg,Y,SignAlphaSet,train
E:\Lavindu\HCI\SignAlphaSet\Y\Y_381.jpg,Y,SignAlphaSet,train
E:\Lavindu\HCI\SignAlphaSet\Y\Y_984.jpg,Y,SignAlphaSet,train
E:\Lavindu\HCI\SignAlphaSet\Y\Y_78.jpg,Y,SignAlphaSet,train
E:\Lavindu\HCI\SignAlphaSet\Y\Y_111.jpg,Y,SignAlphaSet,train
E:\Lavindu\HCI\SignAlphaSet\Y\Y_714.jpg,Y,SignAlphaSet,train
E:\Lavindu\HCI\SignAlphaSet\Y\Y_145.jpg,Y,SignAlphaSet,train
E:\Lavindu\HCI\SignAlphaSet\Y\Y_94.jpg,Y,SignAlphaSet,train
E:\Lavindu\HCI\asl_dataset\y\hand4_y_bot_seg_2_cropped.jpeg,Y,asl_dataset,train
E:\Lavindu\HCI\SignAlphaSet\Y\Y_611.jpg,Y,SignAlphaSet,train
E:\Lavindu\HCI\SignAlphaSet\Y\Y_688.jpg,Y,SignAlphaSet,train
E:\Lavindu\HCI\SignAlphaSet\Y\Y_445.jpg,Y,SignAlphaSet,train
E:\Lavindu\HCI\SignAlphaSet\Y\Y_512.jpg,Y,SignAlphaSet,train
E:\Lavindu\HCI\SignAlphaSet\Y\Y_517.jpg,Y,SignAlphaSet,train
E:\Lavindu\HCI\SignAlphaSet\Y\Y_989.jpg,Y,SignAlphaSet,train
E:\Lavindu\HCI\SignAlphaSet\Y\Y_278.jpg,Y,SignAlphaSet,train
E:\Lavindu\HCI\SignAlphaSet\Y\Y_42.jpg,Y,SignAlphaSet,train
E:\Lavindu\HCI\SignAlphaSet\Y\Y_804.jpg,Y,SignAlphaSet,train
E:\Lavindu\HCI\SignAlphaSet\Y\Y_654.jpg,Y,SignAlphaSet,train
E:\Lavindu\HCI\SignAlphaSet\Y\Y_987.jpg,Y,SignAlphaSet,train
E:\Lavindu\HCI\SignAlphaSet\Y\Y_520.jpg,Y,SignAlphaSet,train
E:\Lavindu\HCI\SignAlphaSet\Y\Y_148.jpg,Y,SignAlphaSet,train
E:\Lavindu\HCI\SignAlphaSet\Y\Y_630.jpg,Y,SignAlphaSet,train
E:\Lavindu\HCI\SignAlphaSet\Y\Y_52.jpg,Y,SignAlphaSet,train
E:\Lavindu\HCI\SignAlphaSet\Y\Y_621.jpg,Y,SignAlphaSet,train
E:\Lavindu\HCI\SignAlphaSet\Y\Y_638.jpg,Y,SignAlphaSet,train
E:\Lavindu\HCI\SignAlphaSet\Y\Y_814.jpg,Y,SignAlphaSet,train
E:\Lavindu\HCI\SignAlphaSet\Y\Y_143.jpg,Y,SignAlphaSet,train
E:\Lavindu\HCI\SignAlphaSet\Y\Y_134.jpg,Y,SignAlphaSet,train
E:\Lavindu\HCI\SignAlphaSet\Y\Y_137.jpg,Y,SignAlphaSet,train
E:\Lavindu\HCI\SignAlphaSet\Y\Y_1.jpg,Y,SignAlphaSet,train
E:\Lavindu\HCI\SignAlphaSet\Y\Y_345.jpg,Y,SignAlphaSet,train
E:\Lavindu\HCI\SignAlphaSet\Y\Y_313.jpg,Y,SignAlphaSet,train
E:\Lavindu\HCI\SignAlphaSet\Y\Y_19.jpg,Y,SignAlphaSet,train
E:\Lavindu\HCI\SignAlphaSet\Y\Y_162.jpg,Y,SignAlphaSet,train
E:\Lavindu\HCI\SignAlphaSet\Y\Y_928.jpg,Y,SignAlphaSet,train
E:\Lavindu\HCI\SignAlphaSet\Y\Y_689.jpg,Y,SignAlphaSet,train
E:\Lavindu\HCI\SignAlphaSet\Y\Y_195.jpg,Y,SignAlphaSet,train
E:\Lavindu\HCI\SignAlphaSet\Y\Y_582.jpg,Y,SignAlphaSet,train
E:\Lavindu\HCI\SignAlphaSet\Y\Y_546.jpg,Y,SignAlphaSet,train
E:\Lavindu\HCI\asl_dataset\y\hand5_y_bot_seg_1_cropped.jpeg,Y,asl_dataset,train
E:\Lavindu\HCI\SignAlphaSet\Y\Y_504.jpg,Y,SignAlphaSet,train
E:\Lavindu\HCI\asl_dataset\y\hand3_y_dif_seg_4_cropped.jpeg,Y,asl_dataset,train
E:\Lavindu\HCI\SignAlphaSet\Y\Y_102.jpg,Y,SignAlphaSet,train
E:\Lavindu\HCI\SignAlphaSet\Y\Y_18.jpg,Y,SignAlphaSet,train
E:\Lavindu\HCI\SignAlphaSet\Y\Y_322.jpg,Y,SignAlphaSet,train
E:\Lavindu\HCI\SignAlphaSet\Y\Y_515.jpg,Y,SignAlphaSet,train
E:\Lavindu\HCI\SignAlphaSet\Y\Y_9.jpg,Y,SignAlphaSet,train
E:\Lavindu\HCI\SignAlphaSet\Y\Y_247.jpg,Y,SignAlphaSet,train
E:\Lavindu\HCI\asl_dataset\y\hand2_y_left_seg_4_cropped.jpeg,Y,asl_dataset,train
E:\Lavindu\HCI\SignAlphaSet\Y\Y_74.jpg,Y,SignAlphaSet,train
E:\Lavindu\HCI\SignAlphaSet\Y\Y_163.jpg,Y,SignAlphaSet,train
E:\Lavindu\HCI\SignAlphaSet\Y\Y_156.jpg,Y,SignAlphaSet,train
E:\Lavindu\HCI\asl_dataset\y\hand1_y_bot_seg_4_cropped.jpeg,Y,asl_dataset,train
E:\Lavindu\HCI\SignAlphaSet\Y\Y_382.jpg,Y,SignAlphaSet,train
E:\Lavindu\HCI\SignAlphaSet\Y\Y_830.jpg,Y,SignAlphaSet,train
E:\Lavindu\HCI\SignAlphaSet\Y\Y_531.jpg,Y,SignAlphaSet,train
E:\Lavindu\HCI\SignAlphaSet\Y\Y_286.jpg,Y,SignAlphaSet,train
E:\Lavindu\HCI\SignAlphaSet\Y\Y_554.jpg,Y,SignAlphaSet,train
E:\Lavindu\HCI\asl_dataset\y\hand2_y_left_seg_4_cropped.jpeg,Y,asl_dataset,train
E:\Lavindu\HCI\SignAlphaSet\Y\Y_975.jpg,Y,SignAlphaSet,train
E:\Lavindu\HCI\asl_dataset\y\hand5_y_bot_seg_5_cropped.jpeg,Y,asl_dataset,train
E:\Lavindu\HCI\SignAlphaSet\Y\Y_548.jpg,Y,SignAlphaSet,train
E:\Lavindu\HCI\SignAlphaSet\Y\Y_221.jpg,Y,SignAlphaSet,train
E:\Lavindu\HCI\SignAlphaSet\Y\Y_24.jpg,Y,SignAlphaSet,train
E:\Lavindu\HCI\SignAlphaSet\Y\Y_379.jpg,Y,SignAlphaSet,train
E:\Lavindu\HCI\SignAlphaSet\Y\Y_138.jpg,Y,SignAlphaSet,train
E:\Lavindu\HCI\SignAlphaSet\Y\Y_463.jpg,Y,SignAlphaSet,train
E:\Lavindu\HCI\asl_dataset\y\hand5_y_bot_seg_4_cropped.jpeg,Y,asl_dataset,train
E:\Lavindu\HCI\SignAlphaSet\Y\Y_258.jpg,Y,SignAlphaSet,train
E:\Lavindu\HCI\SignAlphaSet\Y\Y_713.jpg,Y,SignAlphaSet,train
E:\Lavindu\HCI\SignAlphaSet\Y\Y_359.jpg,Y,SignAlphaSet,train
E:\Lavindu\HCI\SignAlphaSet\Y\Y_377.jpg,Y,SignAlphaSet,train
E:\Lavindu\HCI\SignAlphaSet\Y\Y_301.jpg,Y,SignAlphaSet,train
E:\Lavindu\HCI\SignAlphaSet\Y\Y_919.jpg,Y,SignAlphaSet,train
E:\Lavindu\HCI\SignAlphaSet\Y\Y_909.jpg,Y,SignAlphaSet,train
E:\Lavindu\HCI\SignAlphaSet\Y\Y_489.jpg,Y,SignAlphaSet,train
E:\Lavindu\HCI\asl_dataset\y\hand1_y_top_seg_1_cropped.jpeg,Y,asl_dataset,train
E:\Lavindu\HCI\SignAlphaSet\Y\Y_137.jpg,Y,SignAlphaSet,train
E:\Lavindu\HCI\SignAlphaSet\Y\Y_889.jpg,Y,SignAlphaSet,train
E:\Lavindu\HCI\SignAlphaSet\Y\Y_231.jpg,Y,SignAlphaSet,train
E:\Lavindu\HCI\SignAlphaSet\Y\Y_805.jpg,Y,SignAlphaSet,train
E:\Lavindu\HCI\SignAlphaSet\Y\Y_693.jpg,Y,SignAlphaSet,train
E:\Lavindu\HCI\SignAlphaSet\Y\Y_360.jpg,Y,SignAlphaSet,train
E:\Lavindu\HCI\SignAlphaSet\Y\Y_721.jpg,Y,SignAlphaSet,train
E:\Lavindu\HCI\SignAlphaSet\Y\Y_732.jpg,Y,SignAlphaSet,train
E:\Lavindu\HCI\SignAlphaSet\Y\Y_462.jpg,Y,SignAlphaSet,train
E:\Lavindu\HCI\SignAlphaSet\Y\Y_484.jpg,Y,SignAlphaSet,train
E:\Lavindu\HCI\SignAlphaSet\Y\Y_616.jpg,Y,SignAlphaSet,train
E:\Lavindu\HCI\SignAlphaSet\Y\Y_60.jpg,Y,SignAlphaSet,train
E:\Lavindu\HCI\SignAlphaSet\Y\Y_948.jpg,Y,SignAlphaSet,train
E:\Lavindu\HCI\SignAlphaSet\Y\Y_73.jpg,Y,SignAlphaSet,train
E:\Lavindu\HCI\SignAlphaSet\Y\Y_282.jpg,Y,SignAlphaSet,train
E:\Lavindu\HCI\SignAlphaSet\Y\Y_371.jpg,Y,SignAlphaSet,train
E:\Lavindu\HCI\SignAlphaSet\Y\Y_39.jpg,Y,SignAlphaSet,train
E:\Lavindu\HCI\SignAlphaSet\Y\Y_568.jpg,Y,SignAlphaSet,train
E:\Lavindu\HCI\asl_dataset\y\hand2_y_bot_seg_4_cropped.jpeg,Y,asl_dataset,train
E:\Lavindu\HCI\SignAlphaSet\Y\Y_377.jpg,Y,SignAlphaSet,train
E:\Lavindu\HCI\SignAlphaSet\Y\Y_46.jpg,Y,SignAlphaSet,train
E:\Lavindu\HCI\SignAlphaSet\Y\Y_249.jpg,Y,SignAlphaSet,train
E:\Lavindu\HCI\SignAlphaSet\Y\Y_756.jpg,Y,SignAlphaSet,train
E:\Lavindu\HCI\SignAlphaSet\Y\Y_950.jpg,Y,SignAlphaSet,train
E:\Lavindu\HCI\SignAlphaSet\Y\Y_356.jpg,Y,SignAlphaSet,train
E:\Lavindu\HCI\SignAlphaSet\Y\Y_821.jpg,Y,SignAlphaSet,train
E:\Lavindu\HCI\SignAlphaSet\Y\Y_938.jpg,Y,SignAlphaSet,train
E:\Lavindu\HCI\SignAlphaSet\Y\Y_664.jpg,Y,SignAlphaSet,train
E:\Lavindu\HCI\SignAlphaSet\Y\Y_637.jpg,Y,SignAlphaSet,train
E:\Lavindu\HCI\SignAlphaSet\Y\Y_195.jpg,Y,SignAlphaSet,train
E:\Lavindu\HCI\SignAlphaSet\Y\Y_11.jpg,Y,SignAlphaSet,train
E:\Lavindu\HCI\SignAlphaSet\Y\Y_856.jpg,Y,SignAlphaSet,train
E:\Lavindu\HCI\SignAlphaSet\Y\Y_398.jpg,Y,SignAlphaSet,train
E:\Lavindu\HCI\SignAlphaSet\Y\Y_805.jpg,Y,SignAlphaSet,train
E:\Lavindu\HCI\SignAlphaSet\Y\Y_259.jpg,Y,SignAlphaSet,train
E:\Lavindu\HCI\SignAlphaSet\Y\Y_627.jpg,Y,SignAlphaSet,train
E:\Lavindu\HCI\SignAlphaSet\Y\Y_120.jpg,Y,SignAlphaSet,train
E:\Lavindu\HCI\SignAlphaSet\Y\Y_135.jpg,Y,SignAlphaSet,train
E:\Lavindu\HCI\SignAlphaSet\Y\Y_836.jpg,Y,SignAlphaSet,train
E:\Lavindu\HCI\SignAlphaSet\Y\Y_418.jpg,Y,SignAlphaSet,train
E:\Lavindu\HCI\SignAlphaSet\Y\Y_463.jpg,Y,SignAlphaSet,train
E:\Lavindu\HCI\asl_dataset\y\hand4_y_bot_seg_1_cropped.jpeg,Y,asl_dataset,train
E:\Lavindu\HCI\SignAlphaSet\Y\Y_647.jpg,Y,SignAlphaSet,train
E:\Lavindu\HCI\SignAlphaSet\Y\Y_88.jpg,Y,SignAlphaSet,train
E:\Lavindu\HCI\SignAlphaSet\Y\Y_107.jpg,Y,SignAlphaSet,train
E:\Lavindu\HCI\SignAlphaSet\Y\Y_646.jpg,Y,SignAlphaSet,train
E:\Lavindu\HCI\SignAlphaSet\Y\Y_948.jpg,Y,SignAlphaSet,train
E:\Lavindu\HCI\SignAlphaSet\Y\Y_770.jpg,Y,SignAlphaSet,train
E:\Lavindu\HCI\SignAlphaSet\Y\Y_542.jpg,Y,SignAlphaSet,train
E:\Lavindu\HCI\SignAlphaSet\Y\Y_540.jpg,Y,SignAlphaSet,train
E:\Lavindu\HCI\SignAlphaSet\Y\Y_348.jpg,Y,SignAlphaSet,train
E:\Lavindu\HCI\SignAlphaSet\Y\Y_780.jpg,Y,SignAlphaSet,train
E:\Lavindu\HCI\asl_dataset\y\hand1_y_dif_seg_1_cropped.jpeg,Y,asl_dataset,train
E:\Lavindu\HCI\SignAlphaSet\Y\Y_420.jpg,Y,SignAlphaSet,train
E:\Lavindu\HCI\SignAlphaSet\Y\Y_328.jpg,Y,SignAlphaSet,train
E:\Lavindu\HCI\SignAlphaSet\Y\Y_310.jpg,Y,SignAlphaSet,train
E:\Lavindu\HCI\SignAlphaSet\Y\Y_595.jpg,Y,SignAlphaSet,train
E:\Lavindu\HCI\SignAlphaSet\Y\Y_567.jpg,Y,SignAlphaSet,train
E:\Lavindu\HCI\SignAlphaSet\Y\Y_333.jpg,Y,SignAlphaSet,train
E:\Lavindu\HCI\SignAlphaSet\Y\Y_286.jpg,Y,SignAlphaSet,train
E:\Lavindu\HCI\SignAlphaSet\Y\Y_609.jpg,Y,SignAlphaSet,train
E:\Lavindu\HCI\SignAlphaSet\Y\Y_747.jpg,Y,SignAlphaSet,train
E:\Lavindu\HCI\SignAlphaSet\Y\Y_435.jpg,Y,SignAlphaSet,train
E:\Lavindu\HCI\asl_dataset\y\hand2_y_dif_seg_3_cropped.jpeg,Y,asl_dataset,train
E:\Lavindu\HCI\SignAlphaSet\Y\Y_616.jpg,Y,SignAlphaSet,train
E:\Lavindu\HCI\SignAlphaSet\Y\Y_150.jpg,Y,SignAlphaSet,train
E:\Lavindu\HCI\SignAlphaSet\Y\Y_667.jpg,Y,SignAlphaSet,train
E:\Lavindu\HCI\SignAlphaSet\Y\Y_802.jpg,Y,SignAlphaSet,train
E:\Lavindu\HCI\SignAlphaSet\Y\Y_272.jpg,Y,SignAlphaSet,train
E:\Lavindu\HCI\SignAlphaSet\Y\Y_631.jpg,Y,SignAlphaSet,train
E:\Lavindu\HCI\SignAlphaSet\Y\Y_796.jpg,Y,SignAlphaSet,train
E:\Lavindu\HCI\SignAlphaSet\Y\Y_425.jpg,Y,SignAlphaSet,train
E:\Lavindu\HCI\SignAlphaSet\Y\Y_553.jpg,Y,SignAlphaSet,train
E:\Lavindu\HCI\SignAlphaSet\Y\Y_675.jpg,Y,SignAlphaSet,train
E:\Lavindu\HCI\asl_dataset\y\hand2_y_right_seg_3_cropped.jpeg,Y,asl_dataset,train
E:\Lavindu\HCI\SignAlphaSet\Y\Y_899.jpg,Y,SignAlphaSet,train
E:\Lavindu\HCI\SignAlphaSet\Y\Y_759.jpg,Y,SignAlphaSet,train
E:\Lavindu\HCI\SignAlphaSet\Y\Y_7.jpg,Y,SignAlphaSet,train
E:\Lavindu\HCI\asl_dataset\y\hand2_y_bot_seg_3_cropped.jpeg,Y,asl_dataset,train
E:\Lavindu\HCI\SignAlphaSet\Y\Y_206.jpg,Y,SignAlphaSet,train
E:\Lavindu\HCI\SignAlphaSet\Y\Y_219.jpg,Y,SignAlphaSet,train
E:\Lavindu\HCI\SignAlphaSet\Y\Y_129.jpg,Y,SignAlphaSet,train
E:\Lavindu\HCI\SignAlphaSet\Y\Y_204.jpg,Y,SignAlphaSet,train
E:\Lavindu\HCI\SignAlphaSet\Y\Y_464.jpg,Y,SignAlphaSet,train
E:\Lavindu\HCI\SignAlphaSet\Y\Y_734.jpg,Y,SignAlphaSet,train
E:\Lavindu\HCI\SignAlphaSet\Y\Y_649.jpg,Y,SignAlphaSet,train
E:\Lavindu\HCI\SignAlphaSet\Y\Y_77.jpg,Y,SignAlphaSet,train
E:\Lavindu\HCI\SignAlphaSet\Y\Y_569.jpg,Y,SignAlphaSet,train
E:\Lavindu\HCI\SignAlphaSet\Y\Y_400.jpg,Y,SignAlphaSet,train
E:\Lavindu\HCI\asl_dataset\y\hand2_y_top_seg_1_cropped.jpeg,Y,asl_dataset,train
E:\Lavindu\HCI\SignAlphaSet\Y\Y_560.jpg,Y,SignAlphaSet,train
E:\Lavindu\HCI\SignAlphaSet\Y\Y_171.jpg,Y,SignAlphaSet,train
E:\Lavindu\HCI\SignAlphaSet\Y\Y_79.jpg,Y,SignAlphaSet,train
E:\Lavindu\HCI\SignAlphaSet\Y\Y_922.jpg,Y,SignAlphaSet,train
E:\Lavindu\HCI\SignAlphaSet\Y\Y_513.jpg,Y,SignAlphaSet,train
E:\Lavindu\HCI\SignAlphaSet\Y\Y_440.jpg,Y,SignAlphaSet,train
E:\Lavindu\HCI\SignAlphaSet\Y\Y_553.jpg,Y,SignAlphaSet,train
E:\Lavindu\HCI\SignAlphaSet\Y\Y_909.jpg,Y,SignAlphaSet,train
E:\Lavindu\HCI\SignAlphaSet\Y\Y_174.jpg,Y,SignAlphaSet,train
E:\Lavindu\HCI\SignAlphaSet\Y\Y_897.jpg,Y,SignAlphaSet,train
E:\Lavindu\HCI\SignAlphaSet\Y\Y_703.jpg,Y,SignAlphaSet,train
E:\Lavindu\HCI\SignAlphaSet\Y\Y_796.jpg,Y,SignAlphaSet,train
E:\Lavindu\HCI\SignAlphaSet\Y\Y_395.jpg,Y,SignAlphaSet,train
E:\Lavindu\HCI\SignAlphaSet\Y\Y_103.jpg,Y,SignAlphaSet,train
E:\Lavindu\HCI\SignAlphaSet\Y\Y_245.jpg,Y,SignAlphaSet,train
E:\Lavindu\HCI\SignAlphaSet\Y\Y_566.jpg,Y,SignAlphaSet,train
E:\Lavindu\HCI\SignAlphaSet\Y\Y_945.jpg,Y,SignAlphaSet,train
E:\Lavindu\HCI\asl_dataset\y\hand4_y_bot_seg_1_cropped.jpeg,Y,asl_dataset,train
E:\Lavindu\HCI\SignAlphaSet\Y\Y_246.jpg,Y,SignAlphaSet,train
E:\Lavindu\HCI\SignAlphaSet\Y\Y_518.jpg,Y,SignAlphaSet,train
E:\Lavindu\HCI\SignAlphaSet\Y\Y_504.jpg,Y,SignAlphaSet,train
E:\Lavindu\HCI\SignAlphaSet\Y\Y_54.jpg,Y,SignAlphaSet,train
E:\Lavindu\HCI\asl_dataset\y\hand5_y_dif_seg_2_cropped.jpeg,Y,asl_dataset,train
E:\Lavindu\HCI\SignAlphaSet\Y\Y_702.jpg,Y,SignAlphaSet,train
E:\Lavindu\HCI\SignAlphaSet\Y\Y_357.jpg,Y,SignAlphaSet,train
E:\Lavindu\HCI\SignAlphaSet\Y\Y_603.jpg,Y,SignAlphaSet,train
E:\Lavindu\HCI\SignAlphaSet\Y\Y_177.jpg,Y,SignAlphaSet,train
E:\Lavindu\HCI\SignAlphaSet\Y\Y_589.jpg,Y,SignAlphaSet,train
E:\Lavindu\HCI\asl_dataset\y\hand2_y_top_seg_3_cropped.jpeg,Y,asl_dataset,train
E:\Lavindu\HCI\SignAlphaSet\Y\Y_967.jpg,Y,SignAlphaSet,train
E:\Lavindu\HCI\SignAlphaSet\Y\Y_496.jpg,Y,SignAlphaSet,train
E:\Lavindu\HCI\SignAlphaSet\Y\Y_420.jpg,Y,SignAlphaSet,train
E:\Lavindu\HCI\SignAlphaSet\Y\Y_921.jpg,Y,SignAlphaSet,train
E:\Lavindu\HCI\SignAlphaSet\Y\Y_700.jpg,Y,SignAlphaSet,train
E:\Lavindu\HCI\SignAlphaSet\Y\Y_166.jpg,Y,SignAlphaSet,train
E:\Lavindu\HCI\SignAlphaSet\Y\Y_971.jpg,Y,SignAlphaSet,train
E:\Lavindu\HCI\SignAlphaSet\Y\Y_303.jpg,Y,SignAlphaSet,train
E:\Lavindu\HCI\SignAlphaSet\Y\Y_461.jpg,Y,SignAlphaSet,train
E:\Lavindu\HCI\SignAlphaSet\Y\Y_87.jpg,Y,SignAlphaSet,train
E:\Lavindu\HCI\SignAlphaSet\Y\Y_393.jpg,Y,SignAlphaSet,train
E:\Lavindu\HCI\SignAlphaSet\Y\Y_37.jpg,Y,SignAlphaSet,train
E:\Lavindu\HCI\SignAlphaSet\Y\Y_497.jpg,Y,SignAlphaSet,train
E:\Lavindu\HCI\SignAlphaSet\Y\Y_85.jpg,Y,SignAlphaSet,train
E:\Lavindu\HCI\SignAlphaSet\Y\Y_243.jpg,Y,SignAlphaSet,train
E:\Lavindu\HCI\SignAlphaSet\Y\Y_980.jpg,Y,SignAlphaSet,train
E:\Lavindu\HCI\SignAlphaSet\Y\Y_848.jpg,Y,SignAlphaSet,train
E:\Lavindu\HCI\SignAlphaSet\Y\Y_607.jpg,Y,SignAlphaSet,train
E:\Lavindu\HCI\SignAlphaSet\Y\Y_411.jpg,Y,SignAlphaSet,train
E:\Lavindu\HCI\SignAlphaSet\Y\Y_320.jpg,Y,SignAlphaSet,train
E:\Lavindu\HCI\SignAlphaSet\Y\Y_258.jpg,Y,SignAlphaSet,train
E:\Lavindu\HCI\SignAlphaSet\Y\Y_758.jpg,Y,SignAlphaSet,train
E:\Lavindu\HCI\SignAlphaSet\Y\Y_937.jpg,Y,SignAlphaSet,train
E:\Lavindu\HCI\SignAlphaSet\Y\Y_902.jpg,Y,SignAlphaSet,train
E:\Lavindu\HCI\SignAlphaSet\Y\Y_176.jpg,Y,SignAlphaSet,train
E:\Lavindu\HCI\SignAlphaSet\Y\Y_632.jpg,Y,SignAlphaSet,train
E:\Lavindu\HCI\asl_dataset\y\hand1_y_top_seg_2_cropped.jpeg,Y,asl_dataset,train
E:\Lavindu\HCI\SignAlphaSet\Y\Y_854.jpg,Y,SignAlphaSet,train
E:\Lavindu\HCI\SignAlphaSet\Y\Y_51.jpg,Y,SignAlphaSet,train
E:\Lavindu\HCI\SignAlphaSet\Y\Y_799.jpg,Y,SignAlphaSet,train
